date,city,temperature,rainfall,humidity
2024-08-10,Phoenix,23.15,0.0,58.34
2024-08-11,Phoenix,21.39,5.8,61.65
2024-08-12,Phoenix,21.36,0.45,44.96
2024-08-13,Phoenix,24.78,8.7,22.5
2024-08-14,Phoenix,24.25,1.2,73.43
2024-08-15,Phoenix,24.32,0.0,53.62
2024-08-16,Phoenix,22.18,7.38,60.43
2024-08-17,Phoenix,27.46,1.7,45.83
2024-08-18,Phoenix,20.51,0.0,28.32
2024-08-19,Phoenix,23.96,4.54,28.38
2024-08-20,Phoenix,25.1,0.0,62.94
2024-08-21,Phoenix,26.43,6.48,54.63
2024-08-22,Phoenix,21.31,0.0,45.62
2024-08-23,Phoenix,22.57,0.0,57.37
2024-08-24,Phoenix,23.04,0.88,47.0
2024-08-25,Phoenix,23.12,4.21,38.19
2024-08-26,Phoenix,25.51,1.51,60.38
2024-08-27,Phoenix,24.01,3.17,79.06
2024-08-28,Phoenix,23.07,0.0,67.23
2024-08-29,Phoenix,20.12,2.54,59.34
2024-08-30,Phoenix,21.91,1.36,22.36
2024-08-31,Phoenix,21.14,2.46,63.2
2024-09-01,Phoenix,20.1,8.33,42.68
2024-09-02,Phoenix,24.01,4.14,47.08
2024-09-03,Phoenix,25.55,0.0,78.38
2024-09-04,Phoenix,23.92,0.0,87.85
2024-09-05,Phoenix,21.35,3.44,65.21
2024-09-06,Phoenix,21.51,6.05,75.87
2024-09-07,Phoenix,18.21,8.52,26.75
2024-09-08,Phoenix,23.71,7.63,38.18
2024-09-09,Phoenix,20.76,0.0,55.7
2024-09-10,Phoenix,20.91,5.9,86.21
2024-09-11,Phoenix,24.26,0.0,55.82
2024-09-12,Phoenix,18.05,0.0,79.3
2024-09-13,Phoenix,24.6,0.0,48.15
2024-09-14,Phoenix,21.27,3.4,43.81
2024-09-15,Phoenix,22.12,0.0,59.71
2024-09-16,Phoenix,22.32,2.03,51.27
2024-09-17,Phoenix,20.97,1.56,52.6
2024-09-18,Phoenix,20.64,9.99,71.22
2024-09-19,Phoenix,20.53,5.48,53.32
2024-09-20,Phoenix,23.44,3.85,57.85
2024-09-21,Phoenix,21.96,0.0,37.46
2024-09-22,Phoenix,18.65,2.71,94.65
2024-09-23,Phoenix,25.48,5.19,70.02
2024-09-24,Phoenix,17.4,0.0,44.24
2024-09-25,Phoenix,19.74,1.16,50.56
2024-09-26,Phoenix,17.02,5.74,38.55
2024-09-27,Phoenix,21.44,12.37,41.61
2024-09-28,Phoenix,15.9,0.57,82.02
2024-09-29,Phoenix,24.87,0.0,69.93
2024-09-30,Phoenix,20.02,1.47,100.0
2024-10-01,Phoenix,17.95,3.27,69.35
2024-10-02,Phoenix,23.13,2.49,66.16
2024-10-03,Phoenix,20.19,3.35,53.14
2024-10-04,Phoenix,22.22,0.15,67.54
2024-10-05,Phoenix,20.94,7.63,58.97
2024-10-06,Phoenix,17.46,8.31,41.89
2024-10-07,Phoenix,19.72,0.0,87.49
2024-10-08,Phoenix,16.78,17.69,81.12
2024-10-09,Phoenix,21.53,1.73,65.71
2024-10-10,Phoenix,22.15,5.23,71.11
2024-10-11,Phoenix,21.32,1.01,56.97
2024-10-12,Phoenix,20.78,7.67,71.87
2024-10-13,Phoenix,15.33,5.28,63.89
2024-10-14,Phoenix,21.21,0.06,82.48
2024-10-15,Phoenix,23.19,0.0,68.14
2024-10-16,Phoenix,19.4,0.0,47.47
2024-10-17,Phoenix,23.12,6.77,70.26
2024-10-18,Phoenix,22.89,4.58,47.17
2024-10-19,Phoenix,22.36,6.0,75.09
2024-10-20,Phoenix,23.93,5.54,67.03
2024-10-21,Phoenix,23.75,1.87,42.36
2024-10-22,Phoenix,21.35,0.0,46.5
2024-10-23,Phoenix,21.45,0.0,53.84
2024-10-24,Phoenix,18.02,3.07,60.02
2024-10-25,Phoenix,20.25,5.3,78.75
2024-10-26,Phoenix,18.74,0.0,44.62
2024-10-27,Phoenix,20.15,6.15,56.12
2024-10-28,Phoenix,21.58,0.0,72.71
2024-10-29,Phoenix,19.72,2.3,65.55
2024-10-30,Phoenix,25.0,0.0,10.0
2024-10-31,Phoenix,22.73,11.0,84.78
2024-11-01,Phoenix,22.87,0.0,76.14
2024-11-02,Phoenix,20.6,4.38,70.11
2024-11-03,Phoenix,24.76,15.8,67.85
2024-11-04,Phoenix,21.72,1.87,24.62
2024-11-05,Phoenix,21.45,0.0,49.52
2024-11-06,Phoenix,23.24,0.0,82.42
2024-11-07,Phoenix,23.04,1.95,53.44
2024-11-08,Phoenix,23.46,6.13,42.66
2024-11-09,Phoenix,21.94,0.48,33.08
2024-11-10,Phoenix,21.73,0.0,77.49
2024-11-11,Phoenix,24.01,2.97,77.02
2024-11-12,Phoenix,23.32,3.95,57.94
2024-11-13,Phoenix,24.25,0.0,11.22
2024-11-14,Phoenix,23.57,9.11,78.52
2024-11-15,Phoenix,25.89,8.18,61.77
2024-11-16,Phoenix,24.48,0.0,53.68
2024-11-17,Phoenix,25.44,8.02,57.21
2024-11-18,Phoenix,23.44,2.0,72.02
2024-11-19,Phoenix,21.58,0.0,48.99
2024-11-20,Phoenix,22.16,0.0,57.04
2024-11-21,Phoenix,23.83,9.26,66.53
2024-11-22,Phoenix,25.47,5.11,37.22
2024-11-23,Phoenix,27.08,1.62,73.41
2024-11-24,Phoenix,23.0,0.0,76.36
2024-11-25,Phoenix,26.04,0.0,42.61
2024-11-26,Phoenix,27.68,0.0,92.85
2024-11-27,Phoenix,23.77,5.19,53.43
2024-11-28,Phoenix,26.93,0.0,56.74
2024-11-29,Phoenix,25.95,0.0,74.82
2024-11-30,Phoenix,24.99,0.86,40.11
2024-12-01,Phoenix,21.04,1.04,100.0
2024-12-02,Phoenix,27.89,1.9,54.74
2024-12-03,Phoenix,26.52,4.74,36.38
2024-12-04,Phoenix,28.85,5.58,74.36
2024-12-05,Phoenix,27.66,2.1,73.46
2024-12-06,Phoenix,28.12,0.23,48.53
2024-12-07,Phoenix,27.3,9.75,35.22
2024-12-08,Phoenix,24.32,2.82,61.02
2024-12-09,Phoenix,27.76,3.22,55.54
2024-12-10,Phoenix,30.56,0.0,43.43
2024-12-11,Phoenix,27.53,0.0,56.48
2024-12-12,Phoenix,31.23,2.1,64.61
2024-12-13,Phoenix,25.55,0.0,52.5
2024-12-14,Phoenix,27.6,8.41,71.15
2024-12-15,Phoenix,26.18,3.23,69.96
2024-12-16,Phoenix,30.85,9.9,39.7
2024-12-17,Phoenix,27.11,0.0,55.32
2024-12-18,Phoenix,29.83,6.94,58.48
2024-12-19,Phoenix,28.43,2.76,43.3
2024-12-20,Phoenix,33.42,0.0,63.69
2024-12-21,Phoenix,33.46,2.03,56.2
2024-12-22,Phoenix,28.87,1.1,87.46
2024-12-23,Phoenix,25.33,9.67,31.52
2024-12-24,Phoenix,29.39,0.0,71.77
2024-12-25,Phoenix,26.9,4.31,100.0
2024-12-26,Phoenix,27.54,2.95,46.76
2024-12-27,Phoenix,31.29,2.1,47.17
2024-12-28,Phoenix,31.58,11.02,56.18
2024-12-29,Phoenix,32.22,0.0,40.87
2024-12-30,Phoenix,31.9,9.42,67.11
2024-01-01,Chicago,23.88,0.96,72.57
2024-01-02,Chicago,20.28,0.0,38.32
2024-01-03,Chicago,23.93,5.57,56.92
2024-01-04,Chicago,21.41,1.9,50.27
2024-01-05,Chicago,21.74,3.69,44.84
2024-01-06,Chicago,20.37,0.0,27.93
2024-01-07,Chicago,24.17,2.75,62.01
2024-01-08,Chicago,25.02,7.96,48.15
2024-01-09,Chicago,24.83,0.0,87.57
2024-01-10,Chicago,21.7,0.0,48.05
2024-01-11,Chicago,21.3,2.16,64.28
2024-01-12,Chicago,24.14,0.0,99.67
2024-01-13,Chicago,25.79,15.17,43.9
2024-01-14,Chicago,26.77,5.9,54.19
2024-01-15,Chicago,27.85,0.0,52.78
2024-01-16,Chicago,18.25,4.05,33.49
2024-01-17,Chicago,24.26,0.0,52.68
2024-01-18,Chicago,26.41,2.06,74.19
2024-01-19,Chicago,28.22,0.16,50.43
2024-01-20,Chicago,27.76,7.19,74.81
2024-01-21,Chicago,24.1,4.11,62.19
2024-01-22,Chicago,28.27,0.0,26.67
2024-01-23,Chicago,27.71,0.0,45.37
2024-01-24,Chicago,24.44,0.0,45.02
2024-01-25,Chicago,29.08,6.1,54.97
2024-01-26,Chicago,29.07,0.0,36.03
2024-01-27,Chicago,28.68,4.9,50.79
2024-01-28,Chicago,24.84,9.3,25.6
2024-01-29,Chicago,26.06,3.14,96.04
2024-01-30,Chicago,28.18,4.4,48.61
2024-01-31,Chicago,28.7,2.53,28.23
2024-02-01,Chicago,29.29,6.85,76.07
2024-02-02,Chicago,27.92,0.0,13.82
2024-02-03,Chicago,28.31,7.41,79.91
2024-02-04,Chicago,29.77,1.63,81.75
2024-02-05,Chicago,30.13,0.0,73.53
2024-02-06,Chicago,27.35,4.7,34.02
2024-02-07,Chicago,26.11,7.29,78.75
2024-02-08,Chicago,29.96,2.44,12.17
2024-02-09,Chicago,28.68,4.27,49.31
2024-02-10,Chicago,27.53,9.22,58.79
2024-02-11,Chicago,30.0,5.87,39.97
2024-02-12,Chicago,29.6,8.6,96.38
2024-02-13,Chicago,29.42,0.81,65.38
2024-02-14,Chicago,29.95,8.93,40.07
2024-02-15,Chicago,29.03,0.0,39.76
2024-02-16,Chicago,30.46,6.05,47.01
2024-02-17,Chicago,31.37,7.56,98.69
2024-02-18,Chicago,30.08,0.0,39.95
2024-02-19,Chicago,27.85,8.25,29.7
2024-02-20,Chicago,32.6,0.0,46.3
2024-02-21,Chicago,29.97,0.0,78.64
2024-02-22,Chicago,34.01,0.0,51.36
2024-02-23,Chicago,30.16,4.71,56.93
2024-02-24,Chicago,33.36,7.73,36.29
2024-02-25,Chicago,31.73,9.6,50.1
2024-02-26,Chicago,30.2,0.0,49.86
2024-02-27,Chicago,27.54,0.0,61.55
2024-02-28,Chicago,34.0,0.0,47.14
2024-02-29,Chicago,34.46,0.0,26.78
2024-03-01,Chicago,29.49,0.0,25.05
2024-03-02,Chicago,30.98,6.74,34.28
2024-03-03,Chicago,31.49,3.98,58.33
2024-03-04,Chicago,31.76,2.99,43.75
2024-03-05,Chicago,34.47,8.24,83.8
2024-03-06,Chicago,33.57,0.0,78.52
2024-03-07,Chicago,32.92,0.0,55.7
2024-03-08,Chicago,32.24,10.32,74.49
2024-03-09,Chicago,30.02,10.48,60.88
2024-03-10,Chicago,31.3,0.36,27.53
2024-03-11,Chicago,31.65,4.49,52.29
2024-03-12,Chicago,32.77,0.0,57.18
2024-03-13,Chicago,32.62,2.95,27.89
2024-03-14,Chicago,31.16,10.39,50.15
2024-03-15,Chicago,32.12,1.57,91.36
2024-03-16,Chicago,34.71,6.04,40.54
2024-03-17,Chicago,32.89,4.84,46.03
2024-03-18,Chicago,30.47,10.53,53.98
2024-03-19,Chicago,35.48,6.99,68.16
2024-03-20,Chicago,33.19,0.0,64.14
2024-03-21,Chicago,35.15,5.41,63.09
2024-03-22,Chicago,35.77,1.07,47.61
2024-03-23,Chicago,32.68,5.83,25.64
2024-03-24,Chicago,32.96,6.05,54.61
2024-03-25,Chicago,34.63,5.21,100.0
2024-03-26,Chicago,30.93,6.15,39.65
2024-03-27,Chicago,29.21,0.0,70.77
2024-03-28,Chicago,32.83,0.0,24.53
2024-03-29,Chicago,31.08,2.02,75.86
2024-03-30,Chicago,32.44,3.26,52.48
2024-03-31,Chicago,35.97,0.0,46.02
2024-04-01,Chicago,31.49,4.71,39.22
2024-04-02,Chicago,32.74,2.82,46.11
2024-04-03,Chicago,33.12,0.0,37.66
2024-04-04,Chicago,32.65,0.0,17.1
2024-04-05,Chicago,33.5,7.24,50.66
2024-04-06,Chicago,31.09,7.03,37.09
2024-04-07,Chicago,29.68,5.54,60.18
2024-04-08,Chicago,34.51,0.0,31.99
2024-04-09,Chicago,32.39,4.09,76.94
2024-04-10,Chicago,32.68,2.82,52.21
2024-04-11,Chicago,35.48,0.0,67.18
2024-04-12,Chicago,30.29,4.67,39.26
2024-04-13,Chicago,33.72,2.56,94.89
2024-04-14,Chicago,31.63,4.12,44.41
2024-04-15,Chicago,31.58,2.53,29.46
2024-04-16,Chicago,29.27,5.0,57.08
2024-04-17,Chicago,30.87,0.0,46.03
2024-04-18,Chicago,32.23,4.23,18.16
2024-04-19,Chicago,34.78,8.71,13.39
2024-04-20,Chicago,34.07,7.28,60.01
2024-04-21,Chicago,29.25,7.08,55.18
2024-04-22,Chicago,32.88,13.1,65.04
2024-04-23,Chicago,29.88,0.32,44.21
2024-04-24,Chicago,32.52,0.0,50.54
2024-04-25,Chicago,29.01,1.34,63.54
2024-04-26,Chicago,26.14,3.3,59.09
2024-04-27,Chicago,29.9,12.14,79.17
2024-04-28,Chicago,29.16,6.19,84.89
2024-04-29,Chicago,31.54,3.81,66.77
2024-04-30,Chicago,27.02,1.07,55.22
2024-05-01,Chicago,33.96,3.67,54.05
2024-05-02,Chicago,30.84,7.12,56.31
2024-05-03,Chicago,29.53,0.62,78.81
2024-05-04,Chicago,31.82,2.22,63.83
2024-05-05,Chicago,29.62,1.03,46.73
2024-05-06,Chicago,30.05,8.73,38.44
2024-05-07,Chicago,29.16,0.0,30.58
2024-05-08,Chicago,30.06,0.0,95.23
2024-05-09,Chicago,29.76,8.45,79.36
2024-05-10,Chicago,29.8,12.55,65.37
2024-05-11,Chicago,33.14,8.98,68.29
2024-05-12,Chicago,31.5,5.12,37.11
2024-05-13,Chicago,30.0,7.37,90.52
2024-05-14,Chicago,28.33,4.64,63.02
2024-05-15,Chicago,29.41,3.78,64.36
2024-05-16,Chicago,30.61,9.21,75.68
2024-05-17,Chicago,30.03,11.32,82.2
2024-05-18,Chicago,29.1,0.0,40.24
2024-05-19,Chicago,31.02,0.0,39.84
2024-05-20,Chicago,27.51,0.0,77.01
2024-05-21,Chicago,28.58,0.0,60.62
2024-05-22,Chicago,29.2,0.0,83.12
2024-05-23,Chicago,27.78,7.54,71.94
2024-05-24,Chicago,30.34,0.0,61.97
2024-05-25,Chicago,28.24,0.0,82.1
2024-05-26,Chicago,26.58,0.0,39.73
2024-05-27,Chicago,29.47,0.0,72.36
2024-05-28,Chicago,30.01,4.69,74.25
2024-05-29,Chicago,29.3,0.0,88.69
2024-05-30,Chicago,26.71,1.67,53.35
2024-05-31,Chicago,28.47,0.0,61.34
2024-06-01,Chicago,24.86,7.82,73.41
2024-06-02,Chicago,26.6,0.0,72.89
2024-06-03,Chicago,25.62,2.63,83.23
2024-06-04,Chicago,25.26,3.84,66.31
2024-06-05,Chicago,26.53,0.0,84.3
2024-06-06,Chicago,25.37,0.0,72.81
2024-06-07,Chicago,24.01,5.46,86.7
2024-06-08,Chicago,27.51,7.36,100.0
2024-06-09,Chicago,28.02,3.65,92.68
2024-06-10,Chicago,29.44,10.84,50.16
2024-06-11,Chicago,23.06,0.0,74.07
2024-06-12,Chicago,25.92,0.97,71.21
2024-06-13,Chicago,22.5,2.71,82.37
2024-06-14,Chicago,26.37,5.46,91.95
2024-06-15,Chicago,24.98,0.0,83.79
2024-06-16,Chicago,27.28,4.79,56.79
2024-06-17,Chicago,24.78,0.0,82.26
2024-06-18,Chicago,26.76,0.0,77.35
2024-06-19,Chicago,25.25,0.0,35.88
2024-06-20,Chicago,25.02,0.01,96.4
2024-06-21,Chicago,26.01,4.37,70.46
2024-06-22,Chicago,26.59,6.23,70.0
2024-06-23,Chicago,21.8,17.31,37.94
2024-06-24,Chicago,22.96,0.0,70.78
2024-06-25,Chicago,23.72,5.83,25.22
2024-06-26,Chicago,25.47,0.0,57.02
2024-06-27,Chicago,24.94,3.31,66.64
2024-06-28,Chicago,24.5,4.14,53.18
2024-06-29,Chicago,22.4,3.06,42.09
2024-06-30,Chicago,24.55,3.44,61.5
2024-07-01,Chicago,24.77,1.4,56.35
2024-07-02,Chicago,21.24,3.72,66.17
2024-07-03,Chicago,20.71,1.11,46.81
2024-07-04,Chicago,20.46,0.0,55.38
2024-07-05,Chicago,18.29,0.0,47.75
2024-07-06,Chicago,23.63,0.0,44.78
2024-07-07,Chicago,20.59,0.0,87.39
2024-07-08,Chicago,18.91,0.1,66.64
2024-07-09,Chicago,22.78,0.1,21.64
2024-07-10,Chicago,20.54,8.76,65.64
2024-07-11,Chicago,21.15,0.0,36.69
2024-07-12,Chicago,20.54,0.0,75.63
2024-07-13,Chicago,18.64,1.88,22.28
2024-07-14,Chicago,19.38,0.0,13.56
2024-07-15,Chicago,21.09,10.21,82.59
2024-07-16,Chicago,21.2,0.0,76.12
2024-07-17,Chicago,22.12,2.68,36.31
2024-07-18,Chicago,18.51,10.51,58.51
2024-07-19,Chicago,12.69,0.0,51.51
2024-07-20,Chicago,21.25,0.63,81.09
2024-07-21,Chicago,17.96,0.0,50.17
2024-07-22,Chicago,19.55,3.31,34.9
2024-07-23,Chicago,17.99,15.42,35.33
2024-07-24,Chicago,19.86,0.0,77.28
2024-07-25,Chicago,16.59,4.01,34.17
2024-07-26,Chicago,18.8,0.0,45.7
2024-07-27,Chicago,18.95,0.0,67.61
2024-07-28,Chicago,17.53,2.34,68.9
2024-07-29,Chicago,17.06,0.0,49.35
2024-07-30,Chicago,20.0,2.58,43.1
2024-07-31,Chicago,18.26,4.34,70.4
2024-08-01,Chicago,15.36,0.0,46.46
2024-08-02,Chicago,16.44,4.69,65.92
2024-08-03,Chicago,17.77,8.77,73.78
2024-08-04,Chicago,16.59,0.0,45.71
2024-08-05,Chicago,16.21,6.15,59.45
2024-08-06,Chicago,15.28,0.0,58.61
2024-08-07,Chicago,18.24,9.96,55.88
2024-08-08,Chicago,16.23,0.0,98.78
2024-08-09,Chicago,13.38,7.86,52.69
2024-08-10,Chicago,14.85,0.0,100.0
2024-08-11,Chicago,16.36,2.11,77.73
2024-08-12,Chicago,14.49,2.01,61.13
2024-08-13,Chicago,14.64,8.0,55.63
2024-08-14,Chicago,12.43,0.49,64.98
2024-08-15,Chicago,13.63,0.0,49.07
2024-08-16,Chicago,17.74,0.0,88.58
2024-08-17,Chicago,13.95,3.63,51.08
2024-08-18,Chicago,16.57,0.0,74.86
2024-08-19,Chicago,15.17,0.0,56.68
2024-08-20,Chicago,17.9,2.69,45.95
2024-08-21,Chicago,12.31,4.53,63.92
2024-08-22,Chicago,16.01,0.0,36.55
2024-08-23,Chicago,16.8,3.66,70.67
2024-08-24,Chicago,12.48,0.0,79.83
2024-08-25,Chicago,16.38,0.0,34.41
2024-08-26,Chicago,13.99,0.0,43.6
2024-08-27,Chicago,11.61,0.0,36.91
2024-08-28,Chicago,11.83,3.49,58.9
2024-08-29,Chicago,14.9,0.0,60.2
2024-08-30,Chicago,17.99,0.14,76.49
2024-08-31,Chicago,15.39,6.33,63.33
2024-09-01,Chicago,14.8,5.5,72.71
2024-09-02,Chicago,11.36,0.0,28.93
2024-09-03,Chicago,12.97,4.97,37.91
2024-09-04,Chicago,15.29,0.0,50.14
2024-09-05,Chicago,11.69,0.0,64.59
2024-09-06,Chicago,16.72,1.69,22.99
2024-09-07,Chicago,14.79,0.0,35.82
2024-09-08,Chicago,12.69,2.61,39.83
2024-09-09,Chicago,12.55,5.58,77.04
2024-09-10,Chicago,15.55,11.55,76.2
2024-09-11,Chicago,12.56,6.3,69.33
2024-09-12,Chicago,13.95,2.89,41.76
2024-09-13,Chicago,10.83,1.51,62.98
2024-09-14,Chicago,11.48,4.12,100.0
2024-09-15,Chicago,9.3,4.91,58.68
2024-09-16,Chicago,13.65,0.0,57.08
2024-09-17,Chicago,12.97,0.49,29.59
2024-09-18,Chicago,12.21,0.0,73.06
2024-09-19,Chicago,8.91,7.14,68.59
2024-09-20,Chicago,13.48,0.0,53.43
2024-09-21,Chicago,14.89,0.0,38.44
2024-09-22,Chicago,11.29,1.66,42.97
2024-09-23,Chicago,15.01,1.68,48.89
2024-09-24,Chicago,9.92,4.42,69.23
2024-09-25,Chicago,10.92,0.0,68.22
2024-09-26,Chicago,12.12,3.68,99.14
2024-09-27,Chicago,12.43,0.0,37.05
2024-09-28,Chicago,11.85,2.8,61.07
2024-09-29,Chicago,15.92,4.5,57.3
2024-09-30,Chicago,11.06,3.33,41.86
2024-10-01,Chicago,12.83,4.44,55.67
2024-10-02,Chicago,11.22,0.0,82.88
2024-10-03,Chicago,13.29,4.14,28.77
2024-10-04,Chicago,15.26,0.0,54.22
2024-10-05,Chicago,10.37,0.0,83.15
2024-10-06,Chicago,15.1,1.17,46.41
2024-10-07,Chicago,11.8,0.25,36.0
2024-10-08,Chicago,11.99,2.77,80.36
2024-10-09,Chicago,12.63,0.0,67.07
2024-10-10,Chicago,12.12,8.85,88.59
2024-10-11,Chicago,15.59,0.0,99.8
2024-10-12,Chicago,13.4,10.13,49.95
2024-10-13,Chicago,12.13,3.37,63.04
2024-10-14,Chicago,15.28,0.84,83.29
2024-10-15,Chicago,14.28,0.93,73.09
2024-10-16,Chicago,11.91,13.75,10.0
2024-10-17,Chicago,14.26,0.0,55.49
2024-10-18,Chicago,12.79,9.54,46.16
2024-10-19,Chicago,15.63,0.0,86.93
2024-10-20,Chicago,12.13,2.37,53.27
2024-10-21,Chicago,15.7,7.44,68.87
2024-10-22,Chicago,10.89,0.0,39.43
2024-10-23,Chicago,8.77,8.31,53.44
2024-10-24,Chicago,12.65,9.48,50.48
2024-10-25,Chicago,11.72,0.88,37.35
2024-10-26,Chicago,14.16,0.13,49.85
2024-10-27,Chicago,12.36,1.47,61.67
2024-10-28,Chicago,12.59,0.21,58.37
2024-10-29,Chicago,13.35,2.16,46.47
2024-10-30,Chicago,15.81,2.48,49.92
2024-10-31,Chicago,14.57,1.63,25.32
2024-11-01,Chicago,14.66,0.0,78.69
2024-11-02,Chicago,13.58,5.9,47.4
2024-11-03,Chicago,14.3,8.05,54.62
2024-11-04,Chicago,13.08,5.28,72.71
2024-11-05,Chicago,13.26,0.0,47.8
2024-11-06,Chicago,15.81,0.0,59.78
2024-11-07,Chicago,13.25,0.0,46.49
2024-11-08,Chicago,16.02,0.0,65.04
2024-11-09,Chicago,12.41,5.04,74.29
2024-11-10,Chicago,14.55,1.15,43.87
2024-11-11,Chicago,12.31,10.49,42.7
2024-11-12,Chicago,18.25,0.0,70.5
2024-11-13,Chicago,12.96,4.62,53.49
2024-11-14,Chicago,14.73,5.05,50.62
2024-11-15,Chicago,12.62,5.81,37.08
2024-11-16,Chicago,16.63,6.86,52.49
2024-11-17,Chicago,18.09,4.41,46.08
2024-11-18,Chicago,18.66,0.0,52.47
2024-11-19,Chicago,15.57,5.03,82.31
2024-11-20,Chicago,18.22,3.12,54.39
2024-11-21,Chicago,12.6,0.0,95.33
2024-11-22,Chicago,12.72,0.0,82.89
2024-11-23,Chicago,16.94,6.64,70.86
2024-11-24,Chicago,19.6,3.48,73.27
2024-11-25,Chicago,15.36,4.93,52.08
2024-11-26,Chicago,16.04,6.47,78.03
2024-11-27,Chicago,20.47,10.12,78.35
2024-11-28,Chicago,13.8,11.14,78.36
2024-11-29,Chicago,15.85,5.64,39.25
2024-11-30,Chicago,18.77,0.0,43.84
2024-12-01,Chicago,19.1,7.36,66.51
2024-12-02,Chicago,17.26,0.0,55.82
2024-12-03,Chicago,19.06,0.42,59.55
2024-12-04,Chicago,17.77,0.39,61.52
2024-12-05,Chicago,17.76,9.22,15.87
2024-12-06,Chicago,17.37,0.0,64.38
2024-12-07,Chicago,18.77,10.11,99.02
2024-12-08,Chicago,17.23,2.0,63.93
2024-12-09,Chicago,17.34,5.14,55.21
2024-12-10,Chicago,16.96,0.6,40.05
2024-12-11,Chicago,21.33,11.51,64.9
2024-12-12,Chicago,19.65,2.76,83.64
2024-12-13,Chicago,21.91,1.42,65.05
2024-12-14,Chicago,21.06,0.0,84.25
2024-12-15,Chicago,23.39,7.83,35.09
2024-12-16,Chicago,16.15,5.54,44.8
2024-12-17,Chicago,20.83,9.68,46.86
2024-12-18,Chicago,19.67,3.38,34.05
2024-12-19,Chicago,19.07,2.12,53.99
2024-12-20,Chicago,21.98,15.83,61.98
2024-12-21,Chicago,19.25,9.09,28.22
2024-12-22,Chicago,18.32,0.0,54.34
2024-12-23,Chicago,20.03,1.84,65.49
2024-12-24,Chicago,23.58,2.46,48.76
2024-12-25,Chicago,23.64,0.0,27.35
2024-12-26,Chicago,24.2,7.71,44.15
2024-12-27,Chicago,21.16,0.0,66.53
2024-12-28,Chicago,25.59,5.51,80.71
2024-12-29,Chicago,23.94,2.0,81.67
2024-12-30,Chicago,23.96,9.2,50.81
2024-01-01,Miami,22.12,0.19,68.33
2024-01-02,Miami,25.66,0.0,82.44
2024-01-03,Miami,30.58,2.98,41.92
2024-01-04,Miami,23.02,3.29,82.08
2024-01-05,Miami,27.24,1.99,48.21
2024-01-06,Miami,24.27,6.17,78.28
2024-01-07,Miami,23.54,9.95,71.48
2024-01-08,Miami,29.6,0.0,32.68
2024-01-09,Miami,26.67,4.51,95.93
2024-01-10,Miami,28.55,0.79,39.47
2024-01-11,Miami,29.77,0.0,92.57
2024-01-12,Miami,26.91,9.95,73.58
2024-01-13,Miami,27.37,0.0,53.18
2024-01-14,Miami,28.67,2.39,48.12
2024-01-15,Miami,27.65,2.39,17.43
2024-01-16,Miami,29.06,0.0,36.93
2024-01-17,Miami,24.94,0.0,32.89
2024-01-18,Miami,27.06,11.77,49.48
2024-01-19,Miami,29.0,4.0,62.62
2024-01-20,Miami,28.65,0.0,89.02
2024-01-21,Miami,32.58,0.0,39.52
2024-01-22,Miami,28.57,0.0,70.12
2024-01-23,Miami,27.83,12.83,83.81
2024-01-24,Miami,29.87,7.13,82.12
2024-01-25,Miami,28.47,0.0,61.56
2024-01-26,Miami,31.48,2.7,28.46
2024-01-27,Miami,28.3,1.63,58.49
2024-01-28,Miami,34.01,0.0,70.11
2024-01-29,Miami,33.19,13.36,51.91
2024-01-30,Miami,31.35,4.85,63.91
2024-01-31,Miami,30.32,4.18,10.0
2024-02-01,Miami,32.03,2.63,55.55
2024-02-02,Miami,34.9,0.0,51.94
2024-02-03,Miami,34.94,0.0,49.0
2024-02-04,Miami,30.8,6.2,64.16
2024-02-05,Miami,28.65,0.0,47.85
2024-02-06,Miami,31.22,4.13,68.36
2024-02-07,Miami,27.96,7.32,65.05
2024-02-08,Miami,34.42,4.22,82.03
2024-02-09,Miami,32.72,8.73,70.45
2024-02-10,Miami,31.72,13.36,77.78
2024-02-11,Miami,33.19,0.0,34.23
2024-02-12,Miami,32.76,2.73,47.72
2024-02-13,Miami,32.58,9.94,73.91
2024-02-14,Miami,30.14,1.44,43.9
2024-02-15,Miami,31.77,0.0,50.45
2024-02-16,Miami,30.15,1.36,48.79
2024-02-17,Miami,26.92,12.26,81.78
2024-02-18,Miami,32.14,2.09,36.57
2024-02-19,Miami,36.4,11.49,63.13
2024-02-20,Miami,35.17,2.88,33.27
2024-02-21,Miami,32.41,2.66,50.91
2024-02-22,Miami,32.9,1.54,58.38
2024-02-23,Miami,33.55,0.0,45.66
2024-02-24,Miami,30.97,6.89,17.89
2024-02-25,Miami,35.95,8.93,53.96
2024-02-26,Miami,28.53,0.19,58.72
2024-02-27,Miami,31.81,0.0,90.6
2024-02-28,Miami,35.26,0.0,28.05
2024-02-29,Miami,33.36,0.93,69.92
2024-03-01,Miami,33.03,4.56,98.7
2024-03-02,Miami,35.82,1.76,56.34
2024-03-03,Miami,33.55,7.9,47.45
2024-03-04,Miami,34.44,2.26,49.96
2024-03-05,Miami,31.68,3.61,58.78
2024-03-06,Miami,35.5,0.0,84.42
2024-03-07,Miami,32.82,10.56,25.05
2024-03-08,Miami,35.51,4.38,44.09
2024-03-09,Miami,35.55,8.4,15.66
2024-03-10,Miami,35.77,0.0,40.69
2024-03-11,Miami,38.08,0.0,36.52
